qx, qy, qz, qw, ax, ay, az, gx, gy, gz
7865,-3096,-9263,10544,656,-1975,623,-14,-65,-158
7881,-3057,-9263,10543,690,-1915,599,125,-79,-160
7883,-3017,-9265,10552,698,-1880,577,143,-137,-84
7877,-2971,-9270,10565,740,-1870,555,167,-186,-43
7870,-2921,-9276,10579,765,-1832,532,184,-205,-38
7862,-2869,-9284,10592,776,-1815,510,183,-206,-41
7851,-2822,-9297,10601,777,-1821,508,146,-213,-34
7834,-2782,-9317,10607,786,-1852,499,89,-220,-12
7816,-2745,-9338,10611,798,-1875,472,87,-208,0
7801,-2712,-9353,10618,794,-1846,451,117,-167,7
7792,-2684,-9363,10623,781,-1832,457,115,-121,4
7784,-2668,-9373,10624,749,-1792,469,60,-74,10
7778,-2664,-9386,10618,744,-1787,472,-12,-34,20
7773,-2670,-9402,10605,737,-1813,488,-73,2,18
7773,-2682,-9416,10590,727,-1836,508,-91,45,11
7778,-2700,-9424,10575,721,-1842,515,-89,89,13
7784,-2724,-9430,10559,723,-1833,543,-115,116,25
7791,-2751,-9437,10541,721,-1845,553,-142,130,31
7801,-2779,-9441,10523,732,-1869,571,-134,146,24
7816,-2804,-9439,10506,732,-1861,594,-113,160,9
7832,-2828,-9437,10490,730,-1840,594,-108,164,3
7848,-2851,-9435,10473,720,-1836,613,-119,155,1
7863,-2873,-9433,10457,713,-1844,616,-119,144,-3
7878,-2891,-9431,10443,717,-1870,623,-95,127,-14
7894,-2903,-9427,10432,717,-1866,618,-64,109,-24
7907,-2910,-9423,10423,725,-1855,598,-41,89,-24
7918,-2916,-9426,10412,720,-1825,567,-56,65,-23
7924,-2919,-9435,10397,734,-1808,606,-112,22,-26
7924,-2918,-9459,10375,773,-1839,626,-194,-45,-38
7919,-2911,-9492,10351,837,-1934,637,-218,-104,-45
7920,-2886,-9526,10326,925,-1987,646,-165,-140,-99
7954,-2825,-9533,10310,1057,-1972,678,69,-87,-217
8013,-2715,-9514,10312,1282,-2108,781,358,-112,-334
8094,-2551,-9501,10302,1479,-2044,763,479,-200,-537
8181,-2354,-9485,10295,1693,-1923,849,551,-279,-551
8248,-2160,-9488,10283,1688,-1859,873,433,-394,-531
8317,-1951,-9530,10229,1778,-1791,744,259,-479,-706
8426,-1709,-9570,10145,1872,-1845,821,267,-456,-1053
8546,-1426,-9591,10068,1734,-1813,830,487,-553,-1303
8667,-1103,-9617,9981,1722,-1841,757,623,-731,-1691
8791,-738,-9668,9856,1620,-1765,623,549,-923,-1989
8927,-333,-9734,9690,1596,-1744,557,494,-1058,-2297
9058,103,-9823,9480,1445,-1750,431,376,-1241,-2562
9211,586,-9891,9242,1302,-1573,401,499,-1265,-2888
9357,1091,-9952,8981,1253,-1682,449,501,-1348,-3052
9486,1592,-10000,8713,1428,-1919,637,514,-1376,-3043
9584,2086,-10013,8483,1413,-2034,745,735,-1350,-2861
9660,2556,-9989,8294,1286,-1848,848,910,-1223,-2609
9711,2974,-9945,8146,921,-1662,991,945,-1087,-2256
9749,3283,-9930,8000,875,-1719,982,531,-927,-1827
9790,3384,-9859,7995,899,-1965,1436,398,-535,-1379
9797,3459,-9751,8087,740,-1766,1111,832,-187,-843
9807,3539,-9558,8269,720,-1724,1177,1391,186,-658
9794,3537,-9378,8488,529,-1464,1023,1248,404,-74
9762,3490,-9185,8751,501,-1216,1064,1264,565,386
9725,3336,-9028,9012,526,-989,1053,775,761,905
9663,3060,-8927,9273,375,-1051,918,268,936,1381
9582,2779,-8841,9524,233,-1020,714,200,1119,1753
9498,2484,-8726,9793,235,-937,520,318,1297,1852
9409,2192,-8578,10076,416,-892,307,494,1425,1892
9309,1901,-8407,10366,479,-777,158,614,1486,1957
9202,1628,-8232,10645,369,-580,-63,663,1428,1908
9071,1342,-8095,10899,249,-542,-73,425,1268,1974
8951,1050,-7993,11105,489,-690,-11,148,1201,1825
8858,742,-7898,11271,427,-670,62,73,1373,1597
8853,431,-7759,11387,243,-463,51,-61,1645,1160
8914,94,-7655,11418,14,-384,268,-539,1772,708
8974,-307,-7647,11372,-97,-667,508,-1299,1579,466
9055,-641,-7760,11216,51,-1294,547,-1818,1147,-10
9168,-877,-7907,11004,246,-1580,474,-1557,738,-808
9388,-857,-8050,10712,549,-1826,562,-1127,154,-1907
9708,-598,-8329,10220,1740,-1854,660,-1389,-761,-3528
9896,-289,-8820,9624,3381,-2270,1476,-2349,-1978,-3513
9878,-29,-9428,9054,4221,-2937,1905,-2842,-2916,-2713
9908,489,-9816,8583,5633,-3465,583,-972,-2813,-3361
9945,1018,-9868,8432,5652,-2820,557,1125,-1630,-2380
9950,1527,-9565,8695,5104,-815,449,3491,-329,-944
9854,1808,-9320,9011,4446,1832,-162,2766,-149,312
9667,1659,-9364,9194,3575,1375,319,59,-176,1691
9384,1375,-9502,9391,3114,-136,784,-638,-302,2752
9036,1153,-9543,9715,2798,-1002,876,341,-371,3029
8645,1021,-9462,10155,2557,-1328,740,1440,-368,3154
8242,952,-9274,10658,2524,-1157,578,2211,-267,3178
7857,867,-9018,11163,2558,-808,684,2398,49,3188
7470,705,-8749,11644,2297,-818,660,2165,370,3353
7052,448,-8598,12023,1905,-759,569,1168,321,3506
6643,167,-8550,12295,1535,-963,521,379,175,3259
6246,-106,-8558,12496,1522,-1179,506,-25,49,3023
5857,-364,-8568,12672,1430,-1275,597,-83,-5,2894
5497,-581,-8530,12849,1256,-1304,520,221,-4,2642
5179,-755,-8439,13031,1165,-1280,606,548,22,2352
4904,-906,-8308,13211,1053,-1226,610,771,116,2098
4671,-1041,-8179,13365,911,-1134,568,733,163,1806
4495,-1140,-8119,13454,811,-1189,516,380,204,1519
4340,-1246,-8104,13504,729,-1149,669,-16,208,1344
4197,-1362,-8113,13533,595,-1327,643,-139,231,1213
4056,-1475,-8165,13533,543,-1649,672,-353,170,1112
3928,-1581,-8199,13538,486,-1743,731,-242,180,1031
3850,-1675,-8193,13553,318,-1776,771,-6,273,736
3825,-1750,-8167,13566,239,-1749,792,125,344,418
3839,-1809,-8134,13574,172,-1667,762,178,377,166
3880,-1862,-8124,13561,117,-1645,764,36,386,-37
3946,-1910,-8142,13525,109,-1606,782,-159,416,-224
4035,-1960,-8200,13456,77,-1629,729,-398,443,-411
4160,-2000,-8279,13363,58,-1667,710,-524,480,-665
4331,-2018,-8359,13256,59,-1824,673,-456,508,-979
4533,-2015,-8408,13157,67,-1827,650,-238,547,-1160
4772,-1988,-8435,13060,61,-1642,625,-107,565,-1385
5045,-1971,-8482,12929,168,-1603,527,-245,720,-1545
5347,-1973,-8526,12777,205,-1819,508,-395,913,-1632
5685,-1983,-8559,12606,196,-1851,575,-397,1078,-1801
6035,-1946,-8528,12470,131,-1615,767,49,1006,-1889
6358,-1922,-8568,12284,109,-1562,777,-454,860,-1894
6665,-1944,-8690,12029,292,-1868,787,-1093,878,-1891
6968,-1941,-8780,11791,392,-2166,838,-852,830,-1892
7256,-1888,-8821,11593,329,-1978,901,-443,662,-1861
7504,-1829,-8889,11391,416,-1752,901,-588,453,-1739
7718,-1815,-9031,11136,482,-1701,937,-1181,367,-1648
7883,-1842,-9199,10875,425,-1863,725,-1403,253,-1534
8006,-1844,-9374,10633,398,-2027,491,-1216,28,-1491
8101,-1836,-9557,10397,435,-1961,507,-1256,-132,-1396
8168,-1819,-9736,10179,667,-2103,493,-1175,-230,-1224
8233,-1814,-9885,9983,869,-1973,636,-1147,-146,-987
8279,-1850,-10016,9805,937,-2013,633,-1162,-30,-716
8316,-1898,-10127,9650,869,-2013,556,-1044,20,-607
8350,-1928,-10219,9516,964,-2078,609,-894,-27,-573
8362,-1959,-10313,9397,1043,-1913,673,-925,-131,-380
8364,-1993,-10410,9281,1098,-1635,758,-1022,-197,-230
8366,-2044,-10492,9174,1172,-1806,706,-966,-98,-153
8375,-2117,-10538,9097,1179,-2065,728,-802,69,-53
8415,-2168,-10523,9066,1213,-2145,681,-340,264,-60
8471,-2167,-10465,9081,1124,-1746,566,161,287,-64
8523,-2126,-10424,9089,1095,-1340,416,229,145,-127
8546,-2089,-10429,9070,1170,-1664,339,31,-30,-202
8563,-2027,-10431,9066,1330,-2021,351,186,-119,-265
8574,-1934,-10398,9114,1280,-2031,341,587,-169,-215
8595,-1807,-10345,9179,1274,-1636,305,799,-176,-197
8612,-1691,-10326,9207,1226,-1419,267,534,-224,-247
8619,-1605,-10352,9187,1248,-1530,304,120,-278,-306
8620,-1529,-10388,9158,1260,-1803,310,52,-299,-379
8642,-1431,-10396,9144,1311,-1861,381,238,-235,-466
8686,-1306,-10368,9153,1304,-1720,426,499,-158,-527
8740,-1165,-10331,9163,1309,-1591,500,551,-171,-577
8788,-1011,-10293,9178,1317,-1575,552,588,-244,-603
8823,-845,-10251,9208,1334,-1673,627,681,-336,-600
8848,-658,-10196,9260,1332,-1714,657,864,-413,-603
8865,-449,-10132,9326,1354,-1684,713,992,-498,-616
8875,-222,-10060,9403,1366,-1616,736,1114,-564,-614
8879,28,-9988,9478,1384,-1552,697,1197,-632,-672
8877,283,-9919,9547,1402,-1544,687,1198,-674,-696
8860,534,-9857,9617,1391,-1593,660,1199,-721,-682
8834,790,-9791,9690,1411,-1608,647,1259,-747,-680
8805,1054,-9725,9757,1463,-1545,630,1265,-768,-696
8769,1321,-9662,9820,1472,-1468,605,1268,-805,-687
8724,1591,-9607,9874,1484,-1413,597,1223,-868,-685
8671,1860,-9561,9918,1474,-1394,566,1170,-914,-702
8615,2126,-9517,9955,1436,-1378,577,1134,-947,-734
8551,2392,-9480,9986,1419,-1368,545,1107,-991,-739
8484,2664,-9444,10009,1393,-1279,545,1086,-1042,-763
8418,2930,-9413,10019,1314,-1198,497,1008,-1042,-791
8360,3184,-9393,10008,1218,-1090,486,849,-1053,-822
8311,3421,-9390,9974,1152,-1012,494,641,-1056,-851
8268,3623,-9405,9924,1080,-1010,500,418,-1015,-817
8235,3779,-9427,9872,1107,-975,446,249,-835,-688
8225,3864,-9475,9801,957,-851,450,-148,-640,-542
8246,3896,-9536,9711,792,-682,452,-468,-454,-471
8282,3877,-9598,9628,629,-684,399,-600,-227,-376
8356,3807,-9640,9549,254,-571,214,-685,175,-391
8469,3690,-9664,9470,-86,-471,85,-792,530,-417
8633,3486,-9690,9372,-336,-480,-36,-1142,973,-413
8815,3200,-9701,9294,-346,-772,121,-1298,1293,-298
8995,2923,-9641,9276,-91,-1188,396,-857,1435,-337
9154,2731,-9465,9358,52,-1312,407,164,1574,-378
9274,2531,-9274,9487,39,-1670,743,367,1424,-249
9348,2390,-9111,9608,451,-1712,558,556,1154,-187
9420,2392,-8898,9736,938,-1599,573,1214,943,-467
9514,2553,-8666,9813,1468,-1462,646,1597,595,-1022
9651,2903,-8452,9769,2927,-1656,490,1674,-5,-1848
9808,3451,-8179,9665,5233,-1385,232,2261,-580,-2720
9915,4061,-7824,9613,6174,-270,-328,2944,-586,-2657
9990,4353,-7466,9691,5337,2134,13,2271,561,-1256
10090,4241,-7210,9830,5085,2902,498,671,1708,48
10170,3732,-7256,9920,4125,2330,732,-1807,1875,1358
10129,3039,-7548,9981,3636,1899,947,-3195,1313,2447
9972,2339,-7965,10003,3238,892,870,-3739,689,3123
9705,1630,-8419,10035,3082,138,823,-3741,295,3538
9367,938,-8866,10060,2770,-366,730,-3617,15,3673
8990,309,-9257,10090,2181,-824,530,-3158,-155,3552
8589,-185,-9551,10169,1816,-1137,396,-2233,-414,3303
8199,-508,-9707,10330,1549,-1680,234,-948,-570,2909
7848,-655,-9638,10655,1660,-1981,338,894,-464,2695
7542,-688,-9366,11106,1802,-1580,184,2368,-188,2589
7276,-707,-9005,11571,1722,-923,238,2767,115,2498
7021,-751,-8683,11965,1397,-550,417,2297,151,2323
6775,-804,-8464,12258,1049,-501,607,1540,-30,2016
6544,-891,-8386,12429,1016,-552,676,516,-139,1721
6365,-995,-8469,12458,1136,-761,699,-690,-98,1487
6208,-1155,-8640,12406,1142,-1172,739,-1348,27,1299
6074,-1324,-8781,12356,1023,-1589,788,-1173,161,1154
5982,-1463,-8837,12345,924,-1827,751,-556,297,937
5939,-1575,-8822,12363,865,-1722,698,-93,461,750
5925,-1681,-8790,12378,827,-1499,700,-52,553,636
5914,-1797,-8780,12374,688,-1468,670,-215,552,552
5903,-1917,-8791,12354,652,-1686,685,-323,528,486
5892,-2030,-8803,12333,638,-1848,733,-312,489,442
5890,-2120,-8805,12317,636,-1858,740,-208,438,365
5905,-2193,-8796,12304,627,-1781,765,-142,434,268
5922,-2258,-8797,12283,581,-1732,723,-175,389,198
5958,-2297,-8786,12266,576,-1763,761,-64,354,46
5999,-2320,-8764,12258,562,-1839,788,54,311,1
6041,-2338,-8746,12246,581,-1821,803,27,291,-25
6084,-2368,-8748,12218,605,-1777,758,-116,327,-30
6139,-2404,-8759,12176,537,-1704,727,-204,366,-122
6196,-2438,-8758,12141,414,-1707,678,-103,360,-174
6253,-2463,-8765,12101,381,-1744,605,-88,315,-240
6308,-2483,-8797,12045,422,-1776,593,-225,251,-291
6366,-2512,-8841,11976,412,-1867,658,-350,265,-335
6418,-2534,-8850,11937,275,-1919,620,-81,246,-307
6453,-2549,-8863,11906,228,-1859,619,-85,144,-267
6466,-2548,-8882,11884,266,-1766,612,-84,-3,-184
6479,-2554,-8926,11843,382,-1758,686,-300,2,-171
6505,-2569,-8976,11788,414,-1873,718,-383,73,-234
6536,-2588,-9013,11738,366,-1917,672,-293,123,-247
6561,-2591,-9034,11707,355,-1859,696,-166,53,-221
6584,-2582,-9050,11683,438,-1835,735,-127,15,-191
6613,-2569,-9057,11665,494,-1839,818,-98,29,-180
6643,-2557,-9058,11649,503,-1821,823,-69,47,-169
6669,-2549,-9066,11630,504,-1771,838,-141,39,-149
6692,-2545,-9091,11598,553,-1817,835,-257,18,-155
6724,-2535,-9110,11567,606,-1878,791,-169,53,-186
6761,-2521,-9109,11549,614,-1855,776,-40,83,-168
6795,-2517,-9115,11526,615,-1804,766,-111,107,-141
6828,-2519,-9133,11492,649,-1830,777,-206,110,-145
6865,-2515,-9153,11454,657,-1828,732,-193,100,-192
6910,-2499,-9172,11415,692,-1864,720,-146,91,-253
6945,-2479,-9182,11391,693,-1818,720,-73,47,-182
6969,-2458,-9195,11369,683,-1789,691,-73,-2,-149
6994,-2434,-9217,11342,689,-1793,672,-114,-22,-181
7020,-2413,-9245,11307,703,-1795,643,-150,-15,-202
7040,-2396,-9286,11265,692,-1786,607,-226,-38,-203
7059,-2376,-9332,11219,704,-1839,574,-232,-65,-224
7078,-2356,-9377,11174,730,-1853,563,-223,-59,-226
7099,-2338,-9422,11127,720,-1826,545,-235,-47,-236
7119,-2322,-9477,11070,719,-1763,519,-315,-57,-257
7134,-2305,-9541,11008,713,-1756,541,-387,-107,-263
7147,-2281,-9607,10948,746,-1808,539,-372,-147,-282
7165,-2250,-9662,10894,815,-1879,565,-302,-133,-280
7189,-2218,-9698,10853,826,-1878,594,-197,-90,-263
7217,-2186,-9711,10828,829,-1863,619,-68,-36,-225
7246,-2162,-9721,10805,816,-1780,623,-89,-4,-189
7268,-2148,-9739,10777,811,-1761,629,-165,-9,-155
7283,-2139,-9768,10742,829,-1809,613,-243,-36,-144
7297,-2127,-9802,10704,874,-1846,579,-246,-49,-149
7315,-2109,-9829,10671,904,-1866,575,-179,-44,-157
7336,-2085,-9849,10643,914,-1819,548,-118,-32,-164
7360,-2055,-9864,10618,899,-1760,534,-74,-40,-189
7384,-2022,-9883,10590,912,-1794,515,-80,-55,-213
7406,-1986,-9904,10562,959,-1842,489,-58,-70,-215
7428,-1945,-9920,10539,972,-1826,496,-22,-82,-208
7449,-1902,-9934,10519,975,-1801,496,-1,-87,-204
7470,-1857,-9949,10497,987,-1756,481,-6,-95,-213
7493,-1812,-9971,10468,1012,-1769,482,-51,-98,-237
7520,-1768,-9992,10436,1043,-1837,490,-60,-82,-268
7555,-1718,-10010,10402,1066,-1829,467,-24,-61,-311
7595,-1663,-10025,10367,1076,-1797,476,-2,-53,-351
7635,-1604,-10044,10329,1092,-1813,494,-34,-87,-383
7677,-1534,-10067,10285,1135,-1861,527,-43,-129,-445
7725,-1451,-10087,10243,1173,-1866,551,1,-155,-508
7775,-1355,-10103,10202,1173,-1815,557,44,-186,-554
7823,-1253,-10127,10153,1183,-1830,557,9,-239,-618
7873,-1138,-10152,10103,1180,-1834,573,31,-284,-689
7919,-1009,-10172,10062,1160,-1886,584,117,-354,-745
7961,-859,-10187,10027,1194,-1969,618,210,-436,-820
8005,-682,-10188,10005,1234,-1991,652,370,-497,-889
8041,-484,-10176,9999,1202,-1944,698,508,-589,-925
8065,-266,-10167,9998,1155,-1871,753,544,-734,-956
8072,-33,-10165,9997,1140,-1856,794,552,-888,-982
8061,214,-10167,10002,1153,-1870,811,595,-1020,-985
8035,471,-10160,10020,1113,-1848,812,700,-1090,-961
8001,734,-10136,10057,1048,-1806,810,851,-1108,-944
7958,999,-10089,10115,970,-1779,805,1013,-1089,-916
7903,1250,-10030,10189,803,-1807,809,1096,-1063,-871
7839,1478,-9948,10287,699,-1837,832,1201,-967,-773
7788,1680,-9821,10417,767,-1789,864,1398,-697,-637
7747,1816,-9659,10575,740,-1685,826,1455,-295,-369
7704,1844,-9518,10727,629,-1683,812,1095,22,-39
7710,1808,-9365,10863,591,-1244,780,844,456,104
7771,1735,-9157,11008,406,-854,686,922,928,86
7869,1591,-8967,11116,178,-745,463,600,1287,54
7963,1325,-8863,11167,-166,-948,111,-56,1536,150
8098,1039,-8764,11178,-326,-1039,31,-372,1748,219
8224,817,-8605,11228,-246,-1051,-152,169,1678,157
8289,694,-8414,11333,-190,-1026,-221,1009,1252,-38
8320,705,-8199,11467,-339,-867,-121,1513,644,-214
8380,930,-7947,11583,-357,-539,246,1955,-11,-667
8430,1299,-7758,11639,-243,-478,263,1951,-807,-1158
8507,1792,-7608,11617,-244,-429,383,1931,-1384,-1800
8621,2399,-7505,11490,-12,-518,408,1780,-1929,-2514
8750,3115,-7441,11260,933,-827,468,1700,-2468,-3107
8843,4011,-7376,10941,2861,-1274,195,2101,-3200,-3662
8909,5111,-7072,10626,5542,-1919,-137,3582,-3471,-4399
8855,6260,-6445,10454,6439,-1558,-1556,5469,-2699,-4208
8615,7181,-5438,10633,5163,1267,-2318,7312,-391,-2794
8260,7682,-4303,11075,4726,3064,-1122,7313,1952,-1132
8062,7691,-3703,11425,4108,4300,-450,3330,2288,152
8267,7066,-4114,11541,2954,4232,-981,-3719,1873,1390
8553,6033,-5210,11477,2966,1936,-506,-8192,1516,3027
8673,4937,-6408,11303,3349,-337,76,-8486,885,3500
8661,3973,-7361,11110,2920,-1613,528,-6885,684,3150
8525,3195,-7959,11054,2365,-1881,736,-4468,829,3069
8291,2664,-8162,11224,2321,-1571,772,-1559,1035,3052
8027,2264,-8137,11517,2333,-1102,599,41,1226,3011
7758,1889,-8066,11816,2068,-705,456,297,1254,2972
7496,1488,-8066,12040,1750,-533,397,-277,1126,2865
7244,1059,-8168,12170,1597,-594,540,-1040,943,2710
6993,630,-8342,12229,1433,-823,608,-1542,730,2533
6754,245,-8533,12245,1275,-1133,528,-1606,522,2237
6564,-102,-8707,12228,1229,-1259,439,-1537,542,1843
6446,-414,-8882,12158,1161,-1342,353,-1501,752,1488
6378,-735,-9027,12072,1075,-1421,436,-1482,968,1261
6327,-1044,-9142,11989,937,-1422,419,-1328,1004,1131
6289,-1326,-9215,11925,819,-1482,491,-1067,974,1013
6248,-1596,-9282,11861,664,-1418,460,-1039,905,947
6213,-1857,-9352,11786,697,-1513,604,-1132,876,892
6185,-2119,-9416,11706,617,-1716,614,-1106,902,817
6174,-2369,-9454,11633,576,-1778,590,-940,953,733
6175,-2601,-9479,11562,562,-1742,535,-827,954,663
6181,-2817,-9500,11491,554,-1792,545,-782,915,600
6187,-3002,-9503,11438,516,-1838,576,-603,806,546
6191,-3163,-9495,11399,459,-1901,608,-487,704,498
6204,-3300,-9480,11366,466,-1875,573,-366,661,423
6224,-3422,-9470,11327,502,-1879,570,-371,621,352
6242,-3528,-9461,11292,459,-1855,503,-302,547,308
6268,-3594,-9443,11271,419,-1985,495,-111,420,157
6306,-3629,-9410,11267,456,-2075,538,76,354,82
6344,-3655,-9363,11277,451,-2008,538,192,333,109
6381,-3673,-9311,11293,398,-1966,569,238,291,81
6427,-3666,-9241,11327,378,-1873,493,461,248,20
6463,-3637,-9179,11365,276,-1927,602,440,88,-65
6490,-3580,-9137,11402,275,-2084,598,448,-93,-168
6517,-3511,-9101,11437,362,-2057,621,444,-142,-169
6562,-3393,-8995,11530,411,-1828,686,976,-182,-145
6605,-3270,-8905,11611,460,-1753,784,848,-230,-176
6628,-3184,-8879,11641,470,-1730,802,322,-231,-174
6659,-3111,-8894,11632,520,-1886,732,90,-193,-294
6684,-3051,-8928,11608,565,-1935,600,7,-169,-278
6709,-2978,-8963,11585,522,-1896,486,85,-223,-343
6750,-2889,-9002,11553,648,-1871,624,17,-235,-430
6795,-2808,-9039,11519,645,-1892,676,-12,-197,-439
6838,-2746,-9089,11468,624,-1867,676,-171,-151,-451
6876,-2703,-9155,11403,588,-1798,702,-362,-133,-433
6910,-2675,-9239,11321,544,-1784,589,-479,-113,-459
6949,-2643,-9324,11235,567,-1759,582,-494,-112,-500
6981,-2607,-9409,11153,542,-1790,517,-451,-157,-507
7023,-2544,-9475,11084,575,-1778,514,-266,-191,-576
7080,-2453,-9525,11025,662,-1786,547,-114,-220,-659
7156,-2341,-9571,10961,834,-1808,565,-58,-204,-744
7248,-2224,-9603,10897,853,-1762,596,3,-147,-815
7336,-2111,-9642,10825,831,-1691,525,-36,-152,-832
7421,-1996,-9682,10753,827,-1758,571,-55,-188,-861
7494,-1896,-9729,10679,920,-1956,610,-122,-191,-793
7563,-1798,-9765,10613,969,-1952,623,-66,-177,-746
7635,-1692,-9778,10567,973,-1796,616,82,-155,-696
7702,-1598,-9807,10506,969,-1681,547,-40,-148,-677
7760,-1526,-9856,10428,971,-1699,536,-224,-139,-647
7809,-1466,-9908,10350,945,-1770,484,-245,-143,-620
7862,-1394,-9946,10284,991,-1812,497,-124,-139,-642
7914,-1320,-9979,10221,1020,-1800,490,-90,-136,-626
7964,-1238,-10008,10164,1034,-1738,471,-35,-163,-629
8014,-1156,-10041,10102,1079,-1683,484,-83,-169,-624
8062,-1085,-10082,10030,1103,-1662,462,-170,-157,-604
8111,-1015,-10128,9952,1101,-1678,448,-208,-161,-645
8166,-935,-10167,9875,1144,-1703,471,-156,-165,-698
8219,-842,-10198,9806,1204,-1731,478,-71,-198,-714
8272,-748,-10222,9745,1210,-1678,496,-27,-196,-690
8328,-651,-10241,9683,1242,-1651,530,-22,-190,-708
8387,-553,-10256,9623,1267,-1634,567,-17,-183,-716
8446,-449,-10268,9564,1278,-1643,582,10,-205,-750
8500,-332,-10281,9507,1334,-1619,577,53,-267,-763
8552,-203,-10294,9449,1357,-1605,562,92,-313,-807
8604,-65,-10301,9396,1376,-1589,593,140,-330,-833
8653,80,-10305,9347,1380,-1571,584,192,-364,-847
8695,232,-10310,9299,1394,-1553,549,227,-398,-863
8734,387,-10316,9250,1398,-1548,544,237,-431,-878
8768,548,-10319,9207,1441,-1536,557,285,-461,-873
8793,715,-10320,9171,1462,-1471,531,334,-494,-834
8812,883,-10322,9135,1465,-1389,527,331,-530,-805
8825,1045,-10326,9101,1486,-1421,534,318,-535,-782
8833,1202,-10323,9077,1490,-1456,531,373,-527,-753
8837,1357,-10306,9071,1537,-1513,557,473,-488,-715
8839,1514,-10267,9088,1559,-1497,589,618,-438,-659
8837,1676,-10210,9126,1549,-1403,640,753,-421,-585
8832,1843,-10144,9172,1583,-1358,677,815,-424,-561
8826,2007,-10074,9219,1585,-1315,707,816,-421,-547
8821,2174,-9999,9268,1552,-1262,732,840,-420,-554
8816,2336,-9922,9316,1524,-1260,773,826,-417,-569
8805,2481,-9842,9374,1442,-1283,819,826,-396,-511
8790,2625,-9755,9440,1399,-1230,730,905,-338,-473
8773,2775,-9661,9509,1307,-1106,646,963,-313,-465
8750,2939,-9580,9563,1251,-1020,499,960,-370,-514
8715,3109,-9510,9611,1258,-1039,433,963,-437,-517
8665,3263,-9450,9664,1318,-1073,312,948,-391,-398
8599,3399,-9383,9741,1246,-1011,125,1061,-259,-218
8538,3510,-9303,9831,1017,-782,68,1045,-108,-90
8484,3571,-9251,9905,925,-712,18,751,-11,41
8439,3590,-9219,9967,883,-697,-78,536,125,134
8409,3575,-9195,10019,806,-684,-247,401,326,160
8413,3517,-9162,10066,714,-567,-345,261,626,187
8454,3383,-9134,10103,585,-488,-377,-49,978,278
8523,3160,-9102,10147,443,-502,-142,-358,1261,440
8599,2892,-9029,10227,543,-793,443,-346,1369,530
8633,2677,-8908,10362,528,-1025,352,270,1302,530
8683,2551,-8729,10503,564,-895,435,708,1190,245
8748,2460,-8503,10656,419,-575,562,912,1188,176
8821,2370,-8290,10783,254,-582,836,716,1011,33
8912,2324,-8131,10839,288,-687,972,437,643,-357
9033,2345,-8068,10781,637,-1008,1014,27,162,-969
9206,2538,-8037,10613,1188,-1076,995,113,-298,-1743
9429,2862,-8036,10332,1834,-1001,1057,65,-801,-2589
9650,3264,-8094,9957,2923,-1638,1118,-118,-1325,-3075
9822,3805,-8146,9545,5810,-1872,848,277,-1994,-3383
9982,4500,-7948,9238,6025,-1149,107,1917,-1559,-3748
10002,5157,-7608,9160,4921,600,-540,3071,-980,-2634
10004,5393,-7251,9310,4133,1723,-53,2311,754,-740
10048,5450,-7023,9404,3427,1986,385,612,1455,798
9982,5119,-7106,9596,2784,1549,675,-920,1057,2053
9820,4685,-7328,9815,2779,666,828,-1457,720,2868
9623,4212,-7566,10041,2820,-46,908,-1536,720,3081
9433,3782,-7723,10270,2720,-340,1005,-1114,850,2826
9260,3447,-7752,10522,2475,-421,924,-314,1005,2418
9084,3130,-7696,10811,2399,-977,1027,176,1239,2352
8905,2908,-7478,11169,2382,-1363,850,1296,1494,2123
8680,2644,-7309,11519,2564,555,599,878,1424,2644
8465,2236,-7290,11774,1989,-846,1155,-316,1405,2658
8112,1696,-7547,11949,1851,88,236,-1919,805,3622
7800,1169,-7821,12043,1349,-995,574,-2139,694,3089
7525,708,-8068,12091,1922,-1365,608,-1972,617,2673
7247,264,-8202,12189,1785,-1382,422,-1309,846,2741
7011,-148,-8280,12276,1667,-1467,549,-1043,944,2450
6811,-485,-8231,12412,1550,-1291,635,-208,1036,2216
6634,-790,-8131,12557,1430,-953,633,86,1070,2076
6446,-1089,-8059,12679,1216,-943,673,-91,946,2030
6251,-1372,-8031,12766,1027,-1005,730,-347,764,1909
6054,-1643,-8037,12825,944,-1232,751,-540,642,1796
5868,-1889,-8047,12871,890,-1389,709,-519,565,1651
5722,-2091,-8062,12896,823,-1467,711,-448,602,1510
5600,-2296,-8045,12926,716,-1488,745,-296,720,1418
5499,-2498,-7995,12963,524,-1467,795,-139,783,1294
5409,-2689,-7943,12994,349,-1480,690,-69,741,1142
5354,-2854,-7904,13005,308,-1530,649,-70,711,862
5329,-3005,-7869,13003,246,-1547,773,-124,720,649
5315,-3152,-7827,13000,81,-1575,763,-67,715,529
5322,-3291,-7803,12976,-5,-1550,699,-147,711,327
5357,-3439,-7810,12919,-48,-1420,529,-314,792,121
5426,-3581,-7858,12823,-25,-1568,607,-568,838,-150
5512,-3717,-7938,12697,-92,-1823,634,-717,817,-368
5625,-3805,-7991,12588,-199,-1847,557,-410,688,-601
5784,-3826,-8008,12498,-131,-1748,641,-74,582,-877
5966,-3812,-8043,12394,-58,-1624,737,-177,489,-1098
6134,-3793,-8115,12270,-58,-1700,826,-427,367,-1162
6284,-3757,-8221,12134,-80,-1766,804,-583,183,-1234
