qx, qy, qz, qw, ax, ay, az, gx, gy, gz
6443,-3673,-8329,12003,0,-1843,763,-427,7,-1390
6609,-3540,-8439,11874,195,-1965,810,-324,-162,-1489
6773,-3395,-8564,11734,279,-1918,848,-422,-233,-1556
6938,-3248,-8678,11594,311,-1852,864,-410,-225,-1561
7079,-3105,-8804,11453,275,-1960,832,-460,-329,-1536
7224,-2925,-8905,11331,314,-1936,774,-192,-425,-1598
7377,-2738,-9010,11195,502,-2115,828,-211,-388,-1619
7528,-2579,-9097,11062,647,-2081,854,-243,-258,-1503
7673,-2417,-9146,10957,575,-1878,878,-48,-248,-1423
7794,-2248,-9220,10845,662,-1710,869,-198,-404,-1348
7886,-2128,-9339,10700,821,-1917,892,-602,-404,-1205
7942,-2078,-9489,10535,976,-2148,875,-968,-322,-925
7991,-2057,-9585,10415,910,-2027,833,-723,-135,-662
8041,-2034,-9661,10310,840,-1851,723,-581,-100,-621
8078,-1999,-9754,10200,876,-1809,659,-624,-208,-631
8116,-1941,-9842,10097,1070,-1917,655,-509,-264,-638
8169,-1857,-9897,10015,1236,-1972,728,-278,-229,-652
8237,-1751,-9914,9961,1292,-1894,751,6,-168,-652
8314,-1646,-9921,9908,1270,-1799,731,45,-112,-681
8386,-1537,-9932,9854,1196,-1760,696,52,-157,-715
8452,-1404,-9944,9805,1236,-1723,681,138,-260,-766
8524,-1248,-9950,9758,1286,-1734,644,259,-285,-857
8600,-1087,-9948,9712,1308,-1770,631,325,-266,-911
8677,-920,-9939,9670,1289,-1750,651,376,-276,-948
8745,-741,-9933,9630,1303,-1714,674,397,-362,-961
8803,-543,-9936,9587,1345,-1632,704,396,-498,-992
8865,-334,-9930,9546,1429,-1646,721,471,-493,-1035
8929,-136,-9908,9514,1387,-1681,737,526,-413,-1036
8993,61,-9861,9503,1307,-1719,733,699,-351,-1040
9051,263,-9806,9502,1240,-1643,687,793,-351,-1025
9096,464,-9750,9508,1227,-1557,680,821,-394,-952
9127,659,-9695,9523,1241,-1507,681,832,-417,-860
9150,832,-9636,9548,1215,-1510,694,821,-371,-759
9167,978,-9566,9588,1119,-1502,701,833,-277,-650
9168,1107,-9487,9652,967,-1561,706,908,-259,-555
9146,1223,-9404,9740,1003,-1636,754,978,-276,-385
9097,1341,-9303,9865,1078,-1642,806,1174,-297,-175
9031,1454,-9167,10036,1114,-1646,828,1435,-202,33
8960,1564,-9000,10232,1067,-1466,844,1598,-94,176
8892,1663,-8840,10414,1034,-1235,821,1469,-61,247
8815,1732,-8712,10574,1004,-1162,834,1192,-97,340
8725,1790,-8610,10722,980,-1156,798,1054,-163,399
8629,1852,-8518,10862,961,-1199,706,1057,-187,374
8536,1919,-8433,10989,1017,-1183,586,1044,-165,339
8457,1995,-8336,11110,1035,-1129,499,1110,-82,256
8403,2090,-8228,11214,1003,-965,378,1147,-18,104
8373,2191,-8147,11276,997,-796,288,914,-47,-50
8346,2275,-8116,11301,1002,-777,299,557,-150,-80
8315,2350,-8108,11314,1021,-834,306,430,-198,-73
8282,2419,-8097,11332,916,-808,260,444,-178,-67
8260,2489,-8081,11344,795,-706,198,434,-153,-127
8252,2576,-8039,11360,755,-587,290,526,-148,-215
8256,2670,-8015,11353,740,-611,321,403,-232,-343
8263,2799,-7980,11341,670,-584,352,509,-360,-494
8301,2948,-7940,11304,583,-484,443,444,-430,-737
8353,3114,-7923,11233,551,-469,592,254,-628,-920
8402,3334,-7956,11109,876,-730,619,137,-985,-1196
8472,3661,-7962,10947,1306,-841,431,420,-1225,-1632
8560,4071,-7924,10760,1594,-610,342,731,-1371,-2021
8663,4515,-7871,10537,2056,-459,466,748,-1457,-2271
8785,4944,-7842,10262,2863,-760,395,472,-1464,-2433
8948,5342,-7788,9958,3827,-808,254,323,-1169,-2627
9092,5645,-7609,9798,4129,-260,182,859,-228,-2047
9206,5868,-7397,9722,4019,389,238,907,689,-1091
9371,5911,-7240,9656,4046,1291,183,-88,1334,-258
9562,5553,-7303,9634,3677,1786,439,-1892,1539,596
9754,4911,-7622,9543,3083,1346,613,-3826,1477,1520
9877,4096,-8086,9418,2878,334,891,-4815,1272,2228
9882,3260,-8542,9336,2791,-618,1008,-4548,1081,2716
9789,2525,-8859,9367,2705,-1021,1126,-3317,1051,2947
9637,1920,-9032,9502,2494,-994,1094,-2062,1018,2985
9455,1423,-9108,9698,2286,-890,916,-1185,950,2900
9268,996,-9143,9897,2113,-856,784,-809,849,2702
9074,593,-9169,10082,2003,-900,711,-735,773,2599
8872,213,-9192,10256,1916,-1023,708,-687,675,2524
8654,-118,-9195,10439,1782,-1243,725,-434,516,2433
8438,-370,-9156,10642,1594,-1276,648,23,353,2232
8240,-557,-9092,10843,1475,-1092,560,293,260,1965
8057,-739,-9056,10998,1414,-953,545,55,219,1775
7883,-937,-9054,11110,1306,-1079,538,-237,216,1653
7741,-1094,-9071,11182,1138,-1195,448,-264,217,1439
7623,-1239,-9092,11230,1065,-1260,389,-282,245,1217
7521,-1386,-9123,11257,1026,-1370,345,-347,287,1083
7435,-1536,-9141,11280,996,-1476,362,-303,373,1006
7372,-1672,-9128,11312,904,-1514,390,-113,447,881
7336,-1789,-9097,11342,855,-1446,388,-7,496,728
7318,-1901,-9078,11351,836,-1368,420,-124,510,601
7302,-2022,-9091,11330,838,-1399,413,-354,487,529
7296,-2159,-9122,11283,827,-1534,457,-543,546,443
7298,-2312,-9158,11223,741,-1654,507,-652,606,381
7308,-2459,-9188,11161,688,-1726,514,-611,606,303
7335,-2577,-9215,11094,692,-1743,512,-534,565,140
7377,-2677,-9237,11024,694,-1783,574,-497,542,22
7431,-2758,-9254,10953,662,-1789,578,-438,517,-92
7502,-2814,-9269,10877,685,-1863,614,-368,482,-250
7592,-2828,-9279,10803,701,-1929,631,-220,393,-456
7699,-2790,-9283,10732,743,-1856,701,-78,261,-652
7813,-2723,-9284,10667,736,-1785,739,5,163,-757
7920,-2641,-9307,10588,740,-1736,737,-90,40,-844
8024,-2551,-9349,10495,726,-1800,726,-162,-49,-955
8126,-2430,-9407,10392,725,-1803,725,-174,-210,-1112
8231,-2269,-9465,10293,779,-1750,748,-64,-351,-1234
8340,-2101,-9524,10186,736,-1791,714,-46,-375,-1357
8454,-1933,-9592,10061,722,-1797,728,-137,-388,-1466
8563,-1748,-9658,9939,699,-1708,740,-93,-477,-1521
8674,-1528,-9722,9815,873,-1646,727,10,-568,-1580
8793,-1291,-9788,9677,1037,-1725,668,75,-531,-1648
8906,-1089,-9844,9541,1177,-1952,659,29,-438,-1599
9003,-886,-9879,9434,1210,-1921,689,176,-451,-1471
9093,-671,-9891,9352,1280,-1842,719,348,-456,-1388
9175,-492,-9898,9275,1310,-1815,700,283,-356,-1234
9244,-372,-9908,9202,1244,-1849,711,110,-242,-1038
9296,-292,-9914,9146,1122,-1789,718,33,-186,-838
9333,-247,-9930,9091,1065,-1762,744,-116,-181,-695
9355,-261,-9937,9061,1045,-2008,886,-212,-84,-467
9372,-319,-9921,9059,988,-1989,786,-153,144,-221
9405,-322,-9842,9111,975,-1700,771,383,235,-172
9434,-311,-9753,9177,943,-1446,712,495,231,-76
9463,-310,-9709,9193,1034,-1391,661,174,162,-155
9495,-307,-9684,9187,1167,-1415,724,34,104,-206
9516,-299,-9668,9182,1151,-1333,703,16,31,-164
9525,-273,-9665,9177,1130,-1254,591,67,-72,-168
9527,-237,-9685,9155,1181,-1344,546,1,-172,-255
9529,-184,-9711,9126,1272,-1420,551,24,-242,-335
9534,-106,-9723,9109,1322,-1387,582,168,-269,-363
9535,-15,-9733,9098,1298,-1251,533,242,-305,-347
9532,73,-9764,9067,1332,-1201,497,95,-364,-368
9527,151,-9817,9015,1410,-1279,462,-48,-394,-402
9522,240,-9865,8966,1522,-1371,496,7,-416,-444
9519,338,-9897,8930,1611,-1349,527,115,-388,-411
9520,437,-9915,8905,1618,-1211,522,181,-335,-350
9527,525,-9934,8872,1603,-1142,497,110,-281,-346
9542,604,-9959,8823,1598,-1134,488,4,-254,-392
9564,684,-9985,8763,1643,-1141,462,-16,-228,-458
9594,764,-10016,8689,1712,-1149,444,-82,-207,-523
9632,841,-10049,8600,1725,-1118,428,-150,-182,-582
9677,916,-10086,8497,1757,-1107,440,-220,-181,-644
9727,999,-10125,8384,1755,-1020,429,-249,-202,-700
9776,1085,-10172,8260,1757,-960,427,-308,-251,-731
9821,1170,-10216,8140,1774,-968,423,-286,-259,-722
9865,1257,-10247,8033,1814,-1052,442,-196,-232,-729
9909,1351,-10259,7948,1822,-1052,437,-40,-180,-707
9958,1452,-10254,7874,1783,-915,452,53,-133,-684
10008,1543,-10253,7794,1750,-804,437,-20,-119,-640
10056,1616,-10264,7703,1764,-769,431,-154,-130,-598
10094,1669,-10287,7611,1807,-816,433,-250,-152,-528
10127,1716,-10305,7532,1802,-830,407,-192,-127,-465
10154,1770,-10311,7476,1814,-839,398,-55,-103,-416
10178,1830,-10309,7430,1808,-731,347,26,-77,-358
10204,1887,-10304,7388,1890,-720,337,41,-36,-330
10229,1918,-10305,7343,1907,-776,307,-65,14,-267
10250,1925,-10304,7313,1896,-824,329,-86,68,-157
10270,1917,-10296,7298,1876,-818,348,-66,127,-57
10290,1893,-10285,7293,1883,-873,342,-80,189,10
10311,1854,-10267,7297,1857,-847,394,-94,234,98
10329,1811,-10246,7313,1862,-829,403,-62,255,174
10339,1757,-10230,7334,1851,-873,390,-80,250,230
10344,1685,-10222,7356,1877,-939,417,-156,245,302
10347,1610,-10208,7387,1881,-973,472,-126,246,344
10343,1525,-10193,7430,1856,-1051,526,-120,240,399
10333,1453,-10171,7490,1812,-1030,566,-8,200,444
10318,1393,-10142,7561,1756,-1016,584,88,173,450
10294,1336,-10116,7637,1705,-1060,610,115,115,463
10263,1275,-10094,7719,1714,-1188,652,117,80,474
10217,1195,-10078,7813,1710,-1270,621,99,81,597
10175,1142,-10034,7932,1685,-1173,630,339,134,627
10141,1100,-9975,8053,1644,-988,600,407,204,652
10112,1034,-9926,8159,1626,-1007,587,250,258,677
10081,945,-9878,8265,1617,-1106,616,173,315,727
10050,860,-9812,8391,1604,-1110,594,318,387,788
10018,779,-9734,8527,1561,-1048,552,410,444,843
9980,699,-9667,8653,1507,-894,488,343,416,886
9942,632,-9605,8770,1497,-899,454,357,375,821
9908,563,-9560,8864,1565,-992,462,238,352,742
9880,478,-9524,8938,1583,-1082,529,82,369,690
9859,385,-9470,9021,1572,-1153,658,116,434,708
9835,284,-9405,9119,1516,-1206,743,149,460,764
9801,174,-9351,9214,1459,-1153,829,47,386,836
9757,61,-9307,9305,1391,-1095,826,-25,327,883
9697,-53,-9273,9402,1343,-1208,838,-24,246,915
9617,-157,-9241,9513,1296,-1371,848,68,139,941
9516,-260,-9211,9642,1233,-1433,897,115,45,1038
9403,-349,-9159,9798,1132,-1383,891,309,16,1129
9285,-421,-9109,9953,1055,-1231,805,355,-31,1127
9147,-507,-9107,10078,1005,-1176,756,48,-177,1150
8995,-580,-9117,10201,861,-1186,688,61,-314,1109
8826,-673,-9172,10293,1053,-1682,675,-162,-380,1077
8653,-767,-9213,10396,1076,-1721,733,-106,-359,1147
8493,-864,-9204,10527,1065,-1619,738,121,-162,1260
8336,-958,-9163,10680,719,-1313,645,297,-113,1274
8174,-1052,-9137,10817,706,-1440,669,203,-166,1216
8012,-1158,-9135,10929,874,-1801,720,45,-151,1187
7872,-1247,-9079,11067,883,-1839,774,366,-8,1166
7754,-1324,-8981,11220,746,-1607,779,575,109,1113
7641,-1409,-8887,11361,691,-1550,795,491,144,1101
7534,-1499,-8825,11469,805,-1790,800,306,152,1005
7444,-1586,-8739,11581,801,-1896,813,459,256,959
7370,-1662,-8621,11706,675,-1714,849,616,321,901
7298,-1732,-8510,11822,639,-1652,867,562,286,862
7225,-1797,-8431,11913,659,-1743,792,437,227,785
7172,-1855,-8359,11986,616,-1760,759,414,251,620
7142,-1905,-8279,12052,614,-1815,809,457,312,495
7128,-1930,-8193,12115,634,-1830,832,554,275,369
7121,-1929,-8114,12172,659,-1867,802,604,191,259
7130,-1908,-8053,12210,673,-1841,802,544,130,87
7141,-1892,-8032,12220,809,-1832,896,248,100,61
7126,-1898,-8031,12229,858,-1898,873,118,96,232
7113,-1919,-8012,12246,735,-1829,825,186,173,254
7114,-1928,-7981,12264,658,-1759,854,248,165,143
7112,-1928,-7963,12276,699,-1823,863,212,106,120
7106,-1922,-7956,12286,784,-1798,956,127,57,156
7099,-1913,-7938,12303,778,-1716,944,179,63,180
7101,-1897,-7912,12321,692,-1585,917,221,56,109
7108,-1883,-7911,12320,707,-1638,930,75,33,30
7116,-1873,-7923,12308,750,-1770,948,10,38,3
7130,-1849,-7917,12309,738,-1769,1000,134,19,-27
7147,-1814,-7896,12317,685,-1639,935,242,7,-54
7157,-1788,-7896,12315,647,-1658,959,98,-32,-61
7160,-1766,-7901,12314,609,-1711,998,64,-70,-45
7159,-1742,-7888,12325,595,-1710,1050,155,-63,-5
7156,-1728,-7881,12334,574,-1727,1026,114,-40,10
7159,-1717,-7870,12340,564,-1662,1035,99,-2,-7
7162,-1697,-7829,12368,529,-1701,1077,302,5,19
7162,-1670,-7801,12388,611,-1728,1111,243,-43,14
7159,-1641,-7779,12408,625,-1739,1119,223,-70,24
7150,-1614,-7752,12434,609,-1714,1150,239,-76,62
7141,-1579,-7735,12455,622,-1717,1164,201,-126,34
7125,-1542,-7729,12472,691,-1682,1181,129,-164,69
7101,-1508,-7716,12498,672,-1697,1197,171,-170,128
7067,-1479,-7703,12528,626,-1675,1222,152,-190,175
7025,-1453,-7698,12558,596,-1657,1212,101,-225,203
6987,-1420,-7679,12594,567,-1574,1215,176,-222,190
6952,-1382,-7644,12639,556,-1582,1254,273,-210,185
6919,-1341,-7605,12686,554,-1558,1271,298,-207,180
6880,-1302,-7579,12726,564,-1558,1247,233,-236,189
6837,-1268,-7567,12760,544,-1567,1194,169,-256,190
6798,-1231,-7564,12786,531,-1543,1110,147,-263,140
6774,-1189,-7558,12806,572,-1556,1080,182,-220,59
6755,-1149,-7555,12821,625,-1590,1092,164,-195,48
6736,-1114,-7552,12836,662,-1628,1104,157,-162,70
6712,-1089,-7556,12849,659,-1612,1047,118,-138,104
6693,-1072,-7548,12865,618,-1546,1072,132,-79,114
6677,-1065,-7556,12869,615,-1542,1062,11,-62,88
6659,-1072,-7592,12857,631,-1639,1061,-166,-58,82
6632,-1082,-7612,12858,580,-1694,1071,-54,-55,134
6605,-1091,-7618,12868,548,-1682,1054,31,-37,146
6590,-1099,-7625,12871,553,-1626,1068,-10,-7,92
6576,-1121,-7649,12861,561,-1650,1076,-150,18,88
6557,-1152,-7679,12850,536,-1688,1071,-192,29,114
6535,-1185,-7696,12849,500,-1682,1103,-135,46,152
6511,-1218,-7697,12857,468,-1693,1118,-48,54,175
6489,-1245,-7693,12868,441,-1617,1094,-17,46,163
6472,-1265,-7694,12874,476,-1634,1117,-43,32,121
6461,-1285,-7699,12875,509,-1614,1125,-77,46,104
6442,-1306,-7697,12883,503,-1672,1126,-19,42,156
6423,-1320,-7674,12905,467,-1634,1124,113,43,167
6409,-1326,-7636,12934,477,-1576,1173,189,52,166
6397,-1330,-7603,12958,500,-1470,1161,133,53,160
6393,-1340,-7591,12967,518,-1522,1111,32,71,98
6394,-1342,-7575,12976,545,-1607,1128,87,67,67
6387,-1338,-7555,12991,571,-1727,1177,150,28,90
6381,-1323,-7512,13020,573,-1626,1197,285,28,117
6369,-1314,-7477,13047,584,-1559,1188,212,24,163
6350,-1314,-7475,13058,534,-1571,1031,73,-9,145
6345,-1283,-7424,13092,639,-1714,1201,402,-4,105
6339,-1248,-7365,13131,660,-1605,1334,380,-14,131
6337,-1211,-7287,13180,584,-1701,1221,585,16,94
6324,-1179,-7228,13221,579,-1454,1327,353,-39,157
6305,-1166,-7217,13237,509,-1550,1322,63,-84,114
6279,-1144,-7217,13252,572,-1698,1290,91,-138,129
6261,-1112,-7191,13277,591,-1644,1294,248,-110,110
6247,-1081,-7145,13311,525,-1535,1241,350,-67,107
6234,-1055,-7108,13339,470,-1464,1190,285,-71,83
6226,-1027,-7073,13363,448,-1442,1216,263,-78,36
6223,-993,-7047,13381,514,-1476,1223,232,-92,5
6221,-949,-7015,13402,543,-1505,1252,295,-119,-7
6235,-884,-6966,13425,590,-1530,1312,425,-129,-116
6263,-809,-6893,13454,625,-1492,1375,541,-92,-168
6279,-768,-6833,13480,604,-1493,1454,386,-10,-59
6280,-767,-6796,13499,543,-1507,1398,203,81,58
6275,-785,-6763,13517,403,-1431,1335,138,107,88
6277,-803,-6738,13527,391,-1495,1336,113,109,20
6288,-810,-6701,13540,456,-1644,1382,247,120,-28
6287,-809,-6644,13568,420,-1505,1409,328,87,53
6286,-814,-6598,13591,409,-1475,1378,260,92,48
6288,-815,-6549,13614,403,-1481,1407,289,82,33
6291,-812,-6490,13640,432,-1451,1411,339,103,39
6297,-813,-6431,13666,424,-1444,1419,338,125,33
6303,-810,-6372,13691,408,-1410,1438,328,105,22
6313,-812,-6319,13711,413,-1422,1460,288,125,2
6321,-822,-6273,13727,395,-1400,1473,220,140,16
6324,-829,-6217,13751,341,-1394,1624,236,97,34
6312,-824,-6188,13770,336,-1281,1499,124,-30,76
6306,-835,-6215,13760,393,-1412,1490,-175,-34,8
6297,-850,-6261,13742,398,-1464,1438,-267,-51,6
6284,-856,-6289,13735,413,-1457,1432,-141,-63,37
6274,-861,-6290,13738,406,-1484,1427,24,-6,48
6265,-870,-6290,13742,399,-1500,1441,22,11,52
6257,-872,-6279,13751,409,-1429,1477,55,6,59
6246,-875,-6273,13759,365,-1338,1441,11,-17,66
6236,-887,-6289,13755,357,-1493,1435,-81,-19,26
6231,-882,-6282,13761,393,-1482,1437,82,-30,15
6225,-875,-6258,13775,413,-1392,1498,130,-6,46
6214,-878,-6250,13783,346,-1348,1480,13,-24,63
6204,-875,-6258,13784,349,-1363,1412,-40,-73,22
6204,-866,-6261,13783,426,-1507,1484,26,-46,-30
6200,-862,-6247,13792,422,-1344,1495,52,-4,46
6188,-879,-6264,13789,350,-1430,1433,-113,1,55
6181,-885,-6274,13786,350,-1411,1444,-68,-33,11
6177,-886,-6284,13784,391,-1459,1492,-62,-35,5
6171,-889,-6292,13783,386,-1392,1452,-59,-26,23
6167,-892,-6303,13779,373,-1411,1443,-74,-34,4
6163,-891,-6317,13775,405,-1435,1446,-73,-39,-2
6158,-897,-6334,13769,405,-1450,1449,-101,-22,12
6153,-906,-6351,13763,386,-1446,1440,-113,-9,15
6150,-914,-6363,13758,393,-1451,1447,-88,-4,11
6145,-921,-6373,13755,380,-1424,1417,-66,-9,19
6143,-928,-6384,13750,397,-1470,1444,-76,4,2
6142,-934,-6389,13748,390,-1451,1416,-40,9,6
6140,-941,-6391,13747,385,-1458,1425,-18,15,11
6140,-941,-6391,13748,382,-1440,1428,-14,9,6
6139,-946,-6396,13745,386,-1451,1449,-45,0,0
6137,-951,-6400,13744,389,-1445,1434,-38,3,11
6135,-956,-6401,13744,378,-1446,1439,-26,8,10
6133,-960,-6405,13743,379,-1443,1419,-31,-4,5
6133,-960,-6405,13743,389,-1481,1434,-15,5,4
6130,-965,-6408,13742,383,-1440,1437,-35,1,14
6130,-969,-6411,13741,378,-1446,1434,-31,2,-1
6126,-973,-6416,13740,382,-1455,1422,-35,-7,11
6126,-973,-6416,13740,384,-1461,1430,-3,8,-2
6122,-976,-6419,13740,382,-1471,1425,-19,-8,15
6122,-977,-6419,13740,376,-1453,1421,3,5,4
6122,-977,-6419,13740,381,-1469,1430,-2,4,6
6118,-980,-6422,13740,372,-1436,1406,-24,-10,12
6117,-982,-6430,13737,386,-1448,1436,-62,-15,1
6114,-988,-6442,13732,389,-1451,1396,-76,-6,8
6113,-993,-6446,13730,371,-1484,1415,-26,2,-6
6113,-993,-6446,13730,379,-1464,1426,-2,-13,8
6113,-993,-6446,13730,377,-1441,1421,5,-16,8
6113,-993,-6445,13730,381,-1458,1414,1,-14,-8
6111,-993,-6449,13730,395,-1451,1426,-28,-16,7
6109,-993,-6453,13728,384,-1446,1409,-29,-17,-3
6108,-993,-6458,13727,391,-1473,1408,-21,-17,-4
6105,-994,-6463,13726,391,-1477,1407,-19,-14,7
6105,-994,-6463,13726,386,-1482,1407,-8,-11,-3
6105,-995,-6464,13725,391,-1493,1396,-1,-11,0
6101,-994,-6462,13728,380,-1459,1405,16,-15,12
6100,-995,-6458,13730,379,-1483,1418,27,1,6
6100,-991,-6448,13735,386,-1463,1409,62,-2,0
6099,-986,-6436,13742,386,-1472,1423,84,-7,9
6099,-977,-6412,13753,390,-1461,1436,154,-1,6
6103,-970,-6381,13767,396,-1476,1437,202,36,2
6103,-966,-6351,13781,391,-1496,1410,207,42,23
6097,-959,-6314,13801,402,-1453,1456,232,26,68
6093,-953,-6284,13817,373,-1388,1455,168,11,51
6088,-950,-6263,13829,378,-1389,1468,105,12,48
6084,-947,-6250,13836,381,-1425,1425,92,3,33
6077,-941,-6230,13849,359,-1367,1485,105,-20,48
6073,-936,-6227,13852,344,-1307,1469,-19,-44,7
6076,-933,-6238,13846,367,-1339,1487,-103,-37,-34
6081,-934,-6260,13834,400,-1378,1476,-156,-24,-40
6083,-946,-6293,13817,406,-1429,1465,-224,1,-27
6082,-966,-6332,13799,385,-1469,1431,-255,13,-6
6078,-983,-6368,13783,378,-1440,1423,-238,3,6
6073,-1000,-6403,13767,368,-1506,1397,-210,-4,1
6068,-1007,-6423,13760,375,-1484,1438,-122,-27,8
6061,-1012,-6441,13754,385,-1470,1429,-113,-31,26
6056,-1018,-6454,13750,371,-1461,1434,-97,-16,17
6052,-1023,-6471,13743,374,-1445,1402,-112,-23,6
6047,-1027,-6493,13735,387,-1450,1409,-141,-31,8
6041,-1037,-6526,13721,400,-1489,1394,-206,-29,15
6033,-1048,-6558,13709,392,-1507,1372,-186,-24,24
6031,-1057,-6574,13701,382,-1538,1371,-89,6,-4
6030,-1062,-6584,13696,389,-1504,1361,-53,3,4
6029,-1072,-6598,13689,393,-1463,1393,-120,18,14
6023,-1089,-6629,13676,387,-1486,1450,-246,-1,27
6018,-1102,-6643,13670,392,-1459,1358,-119,29,41
6018,-1113,-6649,13666,375,-1490,1358,-66,35,17
6012,-1126,-6658,13663,362,-1562,1370,-57,26,34
6005,-1136,-6667,13661,345,-1541,1351,-52,0,29
6005,-1136,-6667,13661,357,-1527,1363,-5,-13,-1
6007,-1133,-6662,13663,367,-1507,1371,31,-4,-18
6007,-1133,-6662,13663,376,-1500,1361,8,-15,-15
6007,-1129,-6666,13661,371,-1525,1361,-8,-31,-15
6006,-1124,-6668,13661,387,-1517,1371,2,-28,-10
6007,-1123,-6667,13662,384,-1485,1393,-2,-14,-5
6007,-1122,-6670,13660,383,-1466,1380,-39,-15,-8
6007,-1123,-6679,13655,393,-1509,1379,-60,-10,-5
6005,-1126,-6689,13651,376,-1503,1361,-68,-11,3
6004,-1128,-6696,13648,380,-1536,1372,-43,-7,-4
6001,-1130,-6708,13643,387,-1539,1347,-62,-18,5
6000,-1131,-6714,13641,390,-1541,1350,-24,-8,3
6000,-1131,-6714,13641,377,-1524,1356,-4,-4,6
6002,-1131,-6709,13642,380,-1532,1356,31,10,-10
6003,-1128,-6704,13645,380,-1508,1366,30,0,-4
6005,-1127,-6700,13646,369,-1498,1359,18,-1,-14
6008,-1124,-6695,13647,382,-1515,1374,27,1,-16
6008,-1124,-6694,13647,387,-1492,1357,11,-5,-6
6008,-1123,-6694,13647,397,-1521,1372,-12,0,-8
6008,-1123,-6695,13647,385,-1502,1347,-10,0,-3
6011,-1124,-6693,13647,389,-1539,1349,21,13,-14
6011,-1124,-6686,13650,381,-1524,1364,42,12,6
6013,-1123,-6675,13654,376,-1506,1372,54,17,-1
6016,-1122,-6667,13657,379,-1506,1361,47,16,-5
6019,-1120,-6659,13660,383,-1508,1376,43,14,-12
6021,-1119,-6652,13663,381,-1496,1376,35,11,-3
6022,-1119,-6646,13665,378,-1485,1381,25,12,3
6022,-1119,-6645,13665,369,-1496,1375,9,4,-3
6022,-1119,-6645,13665,383,-1496,1361,-15,5,-5
6022,-1119,-6646,13665,385,-1516,1371,3,4,-6
6022,-1119,-6646,13665,385,-1522,1375,9,4,-1
6022,-1119,-6646,13665,386,-1497,1378,15,0,1
6022,-1119,-6645,13665,378,-1490,1380,7,-2,-1
6022,-1119,-6645,13665,381,-1505,1378,-2,5,-7
6022,-1120,-6648,13664,380,-1502,1368,-22,-2,2
